sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"That is to say , the video ( re ) establishes an image of women who are in control of their own bodies , their own desires , their relationship with men and their friendships with women.","That is to say , the video ( re ) establishes an image of women who are in control of their own bodies , their own desires , their relationship with men and their friendships with women.",That is to,,0,say,say,,none,That is to say,"That is to say , the video ( re ) establishes",68.01309895515442,0.05788743495941162
Corey Moss of MTV News felt that their performance was one of the more memorable of the night.,Corey Moss of MTV News felt their performance was one of the more memorable of the night.,Corey Moss of MTV News,,0,feel,felt,,that,Corey Moss of MTV News felt,Corey Moss of MTV News felt their performance was one of the more,35.181652784347534,12.630098342895508
"Emily Tan from the website Idolator noted that the performance was one of the band 's best further writing , "" No one expected the girls to get as down and dirty as they did ... But it looked like no one was complaining.","Emily Tan from the website Idolator noted the performance was one of the band 's best further writing , "" No one expected the girls to get as down and dirty as they did ... But it looked like no one was complaining.",Emily Tan from the website Idolator,,0,note,noted,,that,Emily Tan from the website Idolator noted,Emily Tan from the website Idolator noted the performance was one of the band,34.73969678580761,9.80239200592041
""" Steve Baltin writing for Rolling Stone remarked that the group provided "" some sizzle "".",""" Steve Baltin writing for Rolling Stone remarked the group provided "" some sizzle "".",""" Steve Baltin writing for Rolling Stone",,0,remark,remarked,,that,""" Steve Baltin writing for Rolling Stone remarked",""" Steve Baltin writing for Rolling Stone remarked the group provided "" some sizzle "".",63.71657911129296,15.806562423706055
"A writer of People magazine felt that "" Beyoncé shimmies and shakes things up "" during the performance.","A writer of People magazine felt "" Beyoncé shimmies and shakes things up "" during the performance.",A writer of People magazine,,0,feel,felt,,that,A writer of People magazine felt,"A writer of People magazine felt "" Beyoncé shimmies and shakes things up",79.79091089963913,11.742806434631348
"In a review of a concert in the UK , Adenike Adenitire of MTV News felt that the song was suitable to "" slow things down "" following the previous energetic performances of the show.","In a review of a concert in the UK , Adenike Adenitire of MTV News felt the song was suitable to "" slow things down "" following the previous energetic performances of the show.","In a review of a concert in the UK , Adenike Adenitire of MTV News",,0,feel,felt,,that,"In a review of a concert in the UK , Adenike Adenitire of MTV News felt","In a review of a concert in the UK , Adenike Adenitire of MTV News felt the song was suitable to "" slow",50.06650495529175,11.966485977172852
Applewhite and Nettles told their followers that they would be visited by extraterrestrials who would provide them with new bodies.,Applewhite and Nettles told their followers they would be visited by extraterrestrials who would provide them with new bodies.,Applewhite and Nettles,,2,tell,told,,that,Applewhite and Nettles told,Applewhite and Nettles told their followers they would be visited by extraterrestrials who,56.190983214008156,8.898951530456543
"Applewhite initially stated that he and his followers would physically ascend to a spaceship , where their bodies would be transformed , but later , he came to believe that their bodies were the mere containers of their souls , which would later be placed into new bodies.","Applewhite initially stated he and his followers would physically ascend to a spaceship , where their bodies would be transformed , but later , he came to believe that their bodies were the mere containers of their souls , which would later be placed into new bodies.",Applewhite initially,,0,state,stated,,that,Applewhite initially stated,Applewhite initially stated he and his followers would physically ascend,52.68962025642395,6.496699333190918
"Applewhite initially stated that he and his followers would physically ascend to a spaceship , where their bodies would be transformed , but later , he came to believe that their bodies were the mere containers of their souls , which would later be placed into new bodies.","Applewhite initially stated that he and his followers would physically ascend to a spaceship , where their bodies would be transformed , but later , he came to believe their bodies were the mere containers of their souls , which would later be placed into new bodies.","Applewhite initially stated that he and his followers would physically ascend to a spaceship , where their bodies would be transformed , but later , he came to",,0,believe,believe,,that,"Applewhite initially stated that he and his followers would physically ascend to a spaceship , where their bodies would be transformed , but later , he came to believe","Applewhite initially stated that he and his followers would physically ascend to a spaceship , where their bodies would be transformed , but later , he came to believe their bodies were the mere containers of",46.37361094355583,1.3984215259552002
"Believing that their souls would ascend to the spaceship and be given new bodies , the group members committed mass suicide in their mansion.","Believing their souls would ascend to the spaceship and be given new bodies , the group members committed mass suicide in their mansion.",,,0,believe,Believing,,that,Believing,Believing their souls would ascend to the spaceship,52.35668861865997,12.456145763397217
"Some commentators attributed his followers ' willingness to commit suicide to his skill as a manipulator , while others argued that their willingness was due to their faith in the narrative that he constructed.","Some commentators attributed his followers ' willingness to commit suicide to his skill as a manipulator , while others argued their willingness was due to their faith in the narrative that he constructed.","Some commentators attributed his followers ' willingness to commit suicide to his skill as a manipulator , while others",,0,argue,argued,,that,"Some commentators attributed his followers ' willingness to commit suicide to his skill as a manipulator , while others argued","Some commentators attributed his followers ' willingness to commit suicide to his skill as a manipulator , while others argued their willingness was due to their faith",32.296704813838005,4.311112403869629
"Robert Balch and David Taylor , sociologists who studied Applewhite 's group , speculate that this departure was prompted by another affair between Applewhite and a student.","Robert Balch and David Taylor , sociologists who studied Applewhite 's group , speculate this departure was prompted by another affair between Applewhite and a student.","Robert Balch and David Taylor , sociologists who studied Applewhite 's group ,",,0,speculate,speculate,,that,"Robert Balch and David Taylor , sociologists who studied Applewhite 's group , speculate","Robert Balch and David Taylor , sociologists who studied Applewhite 's group , speculate this departure was prompted by another affair",60.54427969455719,25.72275733947754
The president of the university later recalled that he was often mentally jumbled and disorganized near the end of his employment.,The president of the university later recalled he was often mentally jumbled and disorganized near the end of his employment.,The president of the university later,,0,recall,recalled,,that,The president of the university later recalled,The president of the university later recalled he was often mentally jumbled and disorganized,63.04081726074219,9.031807899475098
The two quickly became close friends ; he later recalled that he felt like he had known her for a long time and concluded that they had met in a past life.,The two quickly became close friends ; he later recalled he felt like he had known her for a long time and concluded that they had met in a past life.,The two quickly became close friends ; he later,,0,recall,recalled,,that,The two quickly became close friends ; he later recalled,The two quickly became close friends ; he later recalled he felt like he had known her,33.17998641729355,6.020745754241943
"She told him their meeting had been foretold to her by extraterrestrials , persuading him that he had a divine assignment.","She told him their meeting had been foretold to her by extraterrestrials , persuading him that he had a divine assignment.",She,,0,tell,told,,none,She told,She told him their meeting had been foretold to,45.759703278541565,7.70143985748291
"He also had had several visions , including one in which he was told that he was chosen for a role like that of Jesus.","He also had had several visions , including one in which he was told he was chosen for a role like that of Jesus.","He also had had several visions , including one in which he was",,0,tell,told,,that,"He also had had several visions , including one in which he was told","He also had had several visions , including one in which he was told he was chosen for a role like",35.678057074546814,6.704779148101807
"In her 2005 profile of Applewhite , Susan Raine speculates that he had a schizophrenic episode around this time.","In her 2005 profile of Applewhite , Susan Raine speculates he had a schizophrenic episode around this time.","In her 2005 profile of Applewhite , Susan Raine",,0,speculate,speculates,,that,"In her 2005 profile of Applewhite , Susan Raine speculates","In her 2005 profile of Applewhite , Susan Raine speculates he had a schizophrenic episode around this",51.510888994671404,12.0283616730012
"He saw Nettles as his soulmate , and some of his acquaintances later recalled that she had a strong influence on him.","He saw Nettles as his soulmate , and some of his acquaintances later recalled she had a strong influence on him.","He saw Nettles as his soulmate , and some of his acquaintances later",,0,recall,recalled,,that,"He saw Nettles as his soulmate , and some of his acquaintances later recalled","He saw Nettles as his soulmate , and some of his acquaintances later recalled she had a strong influence on him.",32.146407425403595,5.352930068969727
"Raine writes that Nettles "" was responsible for reinforcing his emerging delusional beliefs "" , but psychiatrist Robert Jay Lifton speculates that Nettles ' influence helped him avoid further psychological deterioration.","Raine writes Nettles "" was responsible for reinforcing his emerging delusional beliefs "" , but psychiatrist Robert Jay Lifton speculates that Nettles ' influence helped him avoid further psychological deterioration.",Raine,,0,write,writes,,that,Raine writes,"Raine writes Nettles "" was responsible for reinforcing his",74.20407842099667,9.65703296661377
"Raine writes that Nettles "" was responsible for reinforcing his emerging delusional beliefs "" , but psychiatrist Robert Jay Lifton speculates that Nettles ' influence helped him avoid further psychological deterioration.","Raine writes that Nettles "" was responsible for reinforcing his emerging delusional beliefs "" , but psychiatrist Robert Jay Lifton speculates Nettles ' influence helped him avoid further psychological deterioration.","Raine writes that Nettles "" was responsible for reinforcing his emerging delusional beliefs "" , but psychiatrist Robert Jay Lifton",,0,speculate,speculates,,that,"Raine writes that Nettles "" was responsible for reinforcing his emerging delusional beliefs "" , but psychiatrist Robert Jay Lifton speculates","Raine writes that Nettles "" was responsible for reinforcing his emerging delusional beliefs "" , but psychiatrist Robert Jay Lifton speculates Nettles ' influence helped him avoid further",51.88101269598701,10.674302939325571
"They believed that they would be killed and then restored to life and , in view of others , transported onto a spaceship.","They believed they would be killed and then restored to life and , in view of others , transported onto a spaceship.",They,,0,believe,believed,,that,They believed,They believed they would be killed and then restored,38.794424653053284,10.78122329711914
"At the time , he maintained that he had been "" divinely authorized "" to keep the car.","At the time , he maintained he had been "" divinely authorized "" to keep the car.","At the time , he",,0,maintain,maintained,,that,"At the time , he maintained","At the time , he maintained he had been "" divinely authorized """,51.7574907541275,10.33027458190918
They claimed that those who agreed to take part in the experiment would be brought to a higher evolutionary level.,They claimed those who agreed to take part in the experiment would be brought to a higher evolutionary level.,They,,0,claim,claimed,,that,They claimed,They claimed those who agreed to take part in,29.584580421447754,9.908288955688477
"Applewhite believed in the ancient astronaut hypothesis , which claimed that extraterrestrials had visited humanity in the past and placed humans on Earth and would return to collect a select few.","Applewhite believed in the ancient astronaut hypothesis , which claimed extraterrestrials had visited humanity in the past and placed humans on Earth and would return to collect a select few.","Applewhite believed in the ancient astronaut hypothesis , which",,0,claim,claimed,,that,"Applewhite believed in the ancient astronaut hypothesis , which claimed","Applewhite believed in the ancient astronaut hypothesis , which claimed extraterrestrials had visited humanity in the past",33.06332166673383,6.647817611694336
He often discussed extraterrestrials using phrases from Star Trek and stated that aliens communicated with him through the show.,He often discussed extraterrestrials using phrases from Star Trek and stated aliens communicated with him through the show.,He often discussed extraterrestrials using phrases from Star Trek and,,0,state,stated,,that,He often discussed extraterrestrials using phrases from Star Trek and stated,He often discussed extraterrestrials using phrases from Star Trek and stated aliens communicated with him through the show.,46.23057822883129,13.982032775878906
"Balch and Taylor state that Applewhite and Nettles eschewed pressure tactics , seeking only devoted followers.","Balch and Taylor state Applewhite and Nettles eschewed pressure tactics , seeking only devoted followers.",Balch and Taylor,,0,state,state,,that,Balch and Taylor state,"Balch and Taylor state Applewhite and Nettles eschewed pressure tactics ,",96.48287624120712,13.618807792663574
"Applewhite thought that his followers would reach a higher level of being , changing like a caterpillar becoming a butterfly ; this example was used in almost all of their early literature.","Applewhite thought his followers would reach a higher level of being , changing like a caterpillar becoming a butterfly ; this example was used in almost all of their early literature.",Applewhite,,0,think,thought,,that,Applewhite thought,Applewhite thought his followers would reach a higher level,42.61866021156311,11.655694007873535
""" He emphasized to his early followers that he was not speaking metaphorically , often using the words "" biology "" and "" chemistry "" in his statements.",""" He emphasized to his early followers he was not speaking metaphorically , often using the words "" biology "" and "" chemistry "" in his statements.",""" He",,4,emphasize,emphasized,,that,""" He emphasized",""" He emphasized to his early followers he was not speaking metaphorically , often",79.4216692224145,13.31033706665039
Applewhite believed that complete separation from Earthly desires was a prerequisite of ascension to the Next Level and emphasized passages in the New Testament in which Jesus spoke about forsaking worldly attachments.,Applewhite believed complete separation from Earthly desires was a prerequisite of ascension to the Next Level and emphasized passages in the New Testament in which Jesus spoke about forsaking worldly attachments.,Applewhite,,0,believe,believed,,that,Applewhite believed,Applewhite believed complete separation from Earthly desires was a,69.59251260757446,12.614130020141602
"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized that his followers were spiritual children.","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated these names emphasized that his followers were spiritual children.","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite",,0,state,stated,,that,"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated these names emphasized that his followers were",52.036067724227905,9.049419403076172
"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized that his followers were spiritual children.","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized his followers were spiritual children.","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names",,0,emphasize,emphasized,,that,"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized his followers were spiritual children.",53.85332989692688,13.513850212097168
"Applewhite and Nettles feared that they would be assassinated , and taught their followers that their deaths would be similar to those of the two witnesses of the Book of Revelation.","Applewhite and Nettles feared they would be assassinated , and taught their followers that their deaths would be similar to those of the two witnesses of the Book of Revelation.",Applewhite and Nettles,,0,fear,feared,,that,Applewhite and Nettles feared,"Applewhite and Nettles feared they would be assassinated , and taught",48.553603529930115,14.16287612915039
"Applewhite and Nettles feared that they would be assassinated , and taught their followers that their deaths would be similar to those of the two witnesses of the Book of Revelation.","Applewhite and Nettles feared that they would be assassinated , and taught their followers their deaths would be similar to those of the two witnesses of the Book of Revelation.","Applewhite and Nettles feared that they would be assassinated , and",,2,teach,taught,,that,"Applewhite and Nettles feared that they would be assassinated , and taught","Applewhite and Nettles feared that they would be assassinated , and taught their followers their deaths would be similar to those",44.906250298023224,15.88931691646576
Balch and Taylor believe that Applewhite 's prison experience and early rejection by audiences contributed to this fear.,Balch and Taylor believe Applewhite 's prison experience and early rejection by audiences contributed to this fear.,Balch and Taylor,,0,believe,believe,,that,Balch and Taylor believe,Balch and Taylor believe Applewhite 's prison experience and early rejection,89.08171939849854,10.857476234436035
Applewhite and Nettles later explained to their followers that the former 's treatment by the press was a form of assassination and had fulfilled their prophecy.,Applewhite and Nettles later explained to their followers the former 's treatment by the press was a form of assassination and had fulfilled their prophecy.,Applewhite and Nettles later,,3,explain,explained,,that,Applewhite and Nettles later explained,Applewhite and Nettles later explained to their followers the former 's treatment by the press,84.4219217300415,8.631823539733887
"By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated that these were meaningless names.","By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated these were meaningless names.","By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite",,0,state,stated,,that,"By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated","By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated these were meaningless names.",28.672948479652405,8.965719223022461
Nettles later announced that the visit had been cancelled.,Nettles later announced the visit had been cancelled.,Nettles later,,0,announce,announced,,that,Nettles later announced,Nettles later announced the visit had been cancelled.,25.752420842647552,6.909220218658447
"Increasingly , they emphasized that they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.","Increasingly , they emphasized they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.","Increasingly , they",,0,emphasize,emphasized,,that,"Increasingly , they emphasized","Increasingly , they emphasized they were the only source of truth",37.960472106933594,14.56991958618164
"Increasingly , they emphasized that they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.","Increasingly , they emphasized that they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.","Increasingly , they",,0,emphasize,emphasized,,none,"Increasingly , they emphasized","Increasingly , they emphasized that they were the only source of",26.082753032445908,14.56991958618164
"Applewhite also sought to prevent close friendships among his followers , fearing that this could lead to insubordination.","Applewhite also sought to prevent close friendships among his followers , fearing this could lead to insubordination.","Applewhite also sought to prevent close friendships among his followers ,",,0,fear,fearing,,that,"Applewhite also sought to prevent close friendships among his followers , fearing","Applewhite also sought to prevent close friendships among his followers , fearing this could lead to insubordination.",30.12028313043993,10.633394241333008
"Applewhite and Nettles insisted that their followers practice what they referred to as "" flexibility "" : strict obedience to their often shifting requests.","Applewhite and Nettles insisted their followers practice what they referred to as "" flexibility "" : strict obedience to their often shifting requests.",Applewhite and Nettles,,0,insist,insisted,,that,Applewhite and Nettles insisted,Applewhite and Nettles insisted their followers practice what they referred to,52.64365787501447,12.183528900146484
"In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting that many of his disciples seemed to enjoy their service.","In his 2000 study of the group , Winston Davis states Applewhite mastered the "" fine art of religious entertainment "" , noting that many of his disciples seemed to enjoy their service.","In his 2000 study of the group , Winston Davis",,0,state,states,,that,"In his 2000 study of the group , Winston Davis states","In his 2000 study of the group , Winston Davis states Applewhite mastered the "" fine art of",68.97208972275257,8.314773559570312
"In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting that many of his disciples seemed to enjoy their service.","In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting many of his disciples seemed to enjoy their service.","In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" ,",,0,note,noting,,that,"In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting","In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting many of his disciples seemed to enjoy",37.0978644490242,6.958882808685303
"He emphasized that students were free to disobey if they chose , in what Lalich dubs the "" illusion of choice "".","He emphasized students were free to disobey if they chose , in what Lalich dubs the "" illusion of choice "".",He,,0,emphasize,emphasized,,that,He emphasized,He emphasized students were free to disobey if they,45.43831843789667,12.8455171585083
"Lifton states that Applewhite wanted "" quality over quantity "" in his followers , although he occasionally spoke about gaining many converts.","Lifton states Applewhite wanted "" quality over quantity "" in his followers , although he occasionally spoke about gaining many converts.",Lifton,,0,state,states,,that,Lifton states,"Lifton states Applewhite wanted "" quality over quantity """,77.232059083879,12.420969009399414
They were only allowed short stays and were instructed to tell their families that they were studying computers at a monastery.,They were only allowed short stays and were instructed to tell their families they were studying computers at a monastery.,They were only allowed short stays and were instructed to,,2,tell,tell,,that,They were only allowed short stays and were instructed to tell,They were only allowed short stays and were instructed to tell their families they were studying computers at a monastery.,55.86308765411377,8.974470138549805
These vacations were intended to placate families by demonstrating that the disciples remained with the group of their own accord.,These vacations were intended to placate families by demonstrating the disciples remained with the group of their own accord.,These vacations were intended to placate families by,,0,demonstrate,demonstrating,,that,These vacations were intended to placate families by demonstrating,These vacations were intended to placate families by demonstrating the disciples remained with the group of,53.38704863190651,9.65872859954834
"Applewhite told their followers that she had "" traveled to the Next Level "" because she had "" too much energy to remain on Earth "" , abandoning her body to make the journey.","Applewhite told their followers she had "" traveled to the Next Level "" because she had "" too much energy to remain on Earth "" , abandoning her body to make the journey.",Applewhite,,2,tell,told,,that,Applewhite told,"Applewhite told their followers she had "" traveled to the Next",77.46301519870758,8.590792655944824
"He claimed that Nettles still communicated with him , but he suffered from a crisis of faith.","He claimed Nettles still communicated with him , but he suffered from a crisis of faith.",He,,0,claim,claimed,,that,He claimed,"He claimed Nettles still communicated with him , but",65.33451843261719,9.167609214782715
"Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt that she occupied "" a higher spiritual role "" than he did.","Applewhite told his followers he had been left behind by Nettles because he still had more to learn — he felt that she occupied "" a higher spiritual role "" than he did.",Applewhite,,2,tell,told,,that,Applewhite told,Applewhite told his followers he had been left behind by Nettles,59.619723200798035,8.590792655944824
"Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt that she occupied "" a higher spiritual role "" than he did.","Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt she occupied "" a higher spiritual role "" than he did.",Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he,,0,feel,felt,,that,Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt,"Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt she occupied "" a higher spiritual role",67.12339794635773,8.187560081481934
"Applewhite began to emphasize a strict hierarchy , teaching that his students needed his guidance , as he needed the guidance of the Next Level.","Applewhite began to emphasize a strict hierarchy , teaching his students needed his guidance , as he needed the guidance of the Next Level.","Applewhite began to emphasize a strict hierarchy ,",,0,teach,teaching,,that,"Applewhite began to emphasize a strict hierarchy , teaching","Applewhite began to emphasize a strict hierarchy , teaching his students needed his guidance , as",48.88936185836792,12.241899490356445
Zeller notes that this naturally ensured that there would be no possibility of the group 's continuing if Applewhite were to die.,Zeller notes this naturally ensured that there would be no possibility of the group 's continuing if Applewhite were to die.,Zeller,,0,note,notes,,that,Zeller notes,Zeller notes this naturally ensured that there would be,50.25590023398399,10.836921691894531
Zeller states that the group 's previous focus on individual choice was replaced with an emphasis on Applewhite 's role as a mediator.,Zeller states the group 's previous focus on individual choice was replaced with an emphasis on Applewhite 's role as a mediator.,Zeller,,0,state,states,,that,Zeller states,Zeller states the group 's previous focus on individual,59.20325583219528,11.808268547058105
"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say that the ascension could be spiritual.","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say that the ascension could be spiritual.","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had",,0,teach,taught,,that,"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught the group would physically ascend from the",47.99607217311859,9.38394546508789
"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say that the ascension could be spiritual.","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say the ascension could be spiritual.","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to",,0,say,say,,that,"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say the ascension could be spiritual.",33.40797298308462,7.590364933013916
"Applewhite believed that once they reached the Next Level , they would facilitate evolution on other planets.","Applewhite believed once they reached the Next Level , they would facilitate evolution on other planets.",Applewhite,,0,believe,believed,,that,Applewhite believed,"Applewhite believed once they reached the Next Level ,",55.670382261276245,12.614130020141602
"He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized that Jesus , whom he",,0,believe,believed,,none,"He emphasized that Jesus , whom he believed","He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth",38.04987045470625,4.800981521606445
"He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized that Jesus , whom he",,0,believe,believed,,none,"He emphasized that Jesus , whom he believed","He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth",38.04987045470625,4.800981521606445
"He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.",He,,0,emphasize,emphasized,,that,He emphasized,"He emphasized Jesus , whom he believed was an",47.54582351446152,12.8455171585083
"Applewhite then decided that there was an opportunity for humans to reach the Next Level "" every two millennia "" , and the early 1990s would therefore provide the first opportunity to reach the Kingdom of Heaven since the time of Jesus.","Applewhite then decided there was an opportunity for humans to reach the Next Level "" every two millennia "" , and the early 1990s would therefore provide the first opportunity to reach the Kingdom of Heaven since the time of Jesus.",Applewhite then,,0,decide,decided,,that,Applewhite then decided,Applewhite then decided there was an opportunity for humans to,34.698268830776215,7.81810998916626
Zeller notes that his beliefs were based on the Christian Bible but were interpreted through the lens of belief in alien contact with humanity.,Zeller notes his beliefs were based on the Christian Bible but were interpreted through the lens of belief in alien contact with humanity.,Zeller,,0,note,notes,,that,Zeller notes,Zeller notes his beliefs were based on the Christian,38.69635662436485,10.836921691894531
"Applewhite taught that he was a walk @-@ in , a concept that had gained popularity in the New Age movement during the late 1970s.","Applewhite taught he was a walk @-@ in , a concept that had gained popularity in the New Age movement during the late 1970s.",Applewhite,,0,teach,taught,,that,Applewhite taught,"Applewhite taught he was a walk @-@ in ,",94.64275527000427,14.572178840637207
"This concept informed Applewhite 's view of resurrection : he believed that his group 's souls were to be transported to a spaceship , where they would enter other bodies.","This concept informed Applewhite 's view of resurrection : he believed his group 's souls were to be transported to a spaceship , where they would enter other bodies.",This concept informed Applewhite 's view of resurrection : he,,0,believe,believed,,that,This concept informed Applewhite 's view of resurrection : he believed,This concept informed Applewhite 's view of resurrection : he believed his group 's souls were to be,47.22564613819122,4.091334819793701
"This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes that the group 's teachings had "" Christian elements [ that ] were basically grafted on to a New Age matrix "".","This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes the group 's teachings had "" Christian elements [ that ] were basically grafted on to a New Age matrix "".",This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis,,0,write,writes,,that,This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes,"This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes the group 's teachings had "" Christian",75.16663187742233,7.730367183685303
"In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes that his theology departs from Gnosticism by privileging the physical world.","In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes his theology departs from Gnosticism by privileging the physical world.","In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters",,0,note,notes,,that,"In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes","In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes his theology departs from Gnosticism by privileging",51.41182941853185,4.952095985412598
"One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying that they were infiltrators.","One member who joined in the mid @-@ 1980s recalled Applewhite avoided new converts , worrying that they were infiltrators.",One member who joined in the mid @-@ 1980s,,0,recall,recalled,,that,One member who joined in the mid @-@ 1980s recalled,"One member who joined in the mid @-@ 1980s recalled Applewhite avoided new converts , worrying that",94.32523167133331,15.643787384033203
